name,creation_date,content,like_count,quote_count,reply_count,retweet_count
ASICS America,2018-04-09,"From podcasting to TV hosting - we see you @scottiebeam, and all you ladies getting it done in style and comfort with the ASICS HYPERGEL-KENZENᵀᴹ collection. Available at @LadyFootLocker #ASICSHYPERGEL https://t.co/5FVp5NpC7m https://t.co/VcjftZP1zr",32,2,0,11
ASICS America,2018-04-10,"Congratulations @DeenaKastor on your latest achievement. You are more than a runner. You’re a record breaker, a medal winner, an inspiration. And now, a two-time author. Go, Deena go. #LetYourMindRun https://t.co/uc4xcyn4QY",63,4,0,4
ASICS America,2018-04-11,From the studio to the streets. Introducing the new GEL-FIT YUI™ L.E. shoe made with iconic Liberty Fabrics. https://t.co/3h1NElAvey,17,1,1,5
ASICS America,2018-04-12,Bounce back with support that never sleeps. HYPERGEL-KENZENᵀᴹ. #IMoveMe https://t.co/YKMfmGwPGp https://t.co/uLUC0GnNNj,14,0,0,1
ASICS America,2018-04-13,"Introducing the best fit and lightest #ASICSCumulus yet: the ASICS GEL-Cumulus® 20 Collection. Fit for distance with more room.
Ready. 🏴    
Fit. 🏃   
Go. 💥
Drops @jackrabbit stores today! https://t.co/bNC1oJu8Or https://t.co/sz4zdKhUP8",12,1,0,3
ASICS America,2018-04-13,"Run fast. Run slow. Run in the morning. Run at night. Run with a buddy. Run solo. However you run, do it with the best fitting &amp; lightest #ASICSCumulus yet, the ASICS GEL-Cumulus® 20 model. @jackrabbit stores TODAY! https://t.co/tZhbhUdvhI https://t.co/nAkCx8n30Q",20,0,0,6
ASICS America,2018-04-13,"She’s a medal winner, record breaker and an inspirational author. If you’re in Boston, visit the ASICS/@Marathon_Sports booth at the Expo today and meet @DeenaKastor at her book signing. #LetYourMindRun
⏰: 2:30pm
🗺️: Seaport World Trade Center, 200 Seaport Boulevard https://t.co/oNezQUgFYU",33,0,0,6
ASICS America,2018-04-14,"Run with confidence, comfort, and cool. Run with the best fitting and lightest GEL-Cumulus® yet.  
Ready.🏴    
Fit. 🏃  
Go.💥 
The ASICS GEL-Cumulus® 20 Collection. Available now at specialty retailers like @jackrabbit https://t.co/2WVkFrhLaV. #ASICSCumulus https://t.co/DIiDiC5Ep5",18,0,0,2
ASICS America,2018-04-15,"Float, glide, or fly through your next run with our smoothest and softest soles yet. 
Ready. 
Fit. 
Go.   
The ASICS GEL-Cumulus® 20 Collection. Fit for distance. Available now @jackrabbit https://t.co/otXyocOIps. #ASICSCumulus https://t.co/ngu56gPIS7",13,0,1,1
ASICS America,2018-04-16,"A massive congratulations to Yuki Kawauchi for his inspirational win in Boston today, defying the odds, braving extreme conditions, and making history.🥇#ASICSrunning https://t.co/pBeKUeUpTJ",148,3,2,43
ASICS America,2018-04-16,"The run will be over before you know it, but the glory will be felt forever with the new GEL-NIMBUS® 20 Boston model. Designed exclusively for race day. https://t.co/9NovtitC7D https://t.co/hwtOqYEnI3",42,1,0,11
ASICS America,2018-04-18,"Make your long-distance runs long -- not hard. Our FLYTEFOAM® technology adds a spring effect to cushion your impact on runs.
Ready.
Fit.
Go.
The ASICS GEL-CUMULUS® 20 Collection. Available now @FleetFeetSports stores https://t.co/DobzjnMazM. #ASICSCumulus https://t.co/cP2yrHozaX",21,0,0,2
ASICS America,2018-04-18,"Remind yourself why you run. Hit your routes with the best fitting and lightest GEL-CUMULUS® shoe ever.  
Ready.     
Fit.    
Go.   
The ASICS GEL-CUMULUS® 20 Collection. Fit for distance. Available now @fleetfeetsports https://t.co/yVVl6PZ4mw. #ASICSCumulus https://t.co/HaSGSi8JdB",33,0,2,3
ASICS America,2018-04-20,Fitness requires focus. Tag your most fitness-focused pal. #IMoveMe https://t.co/QZXnLpYfW5,13,0,1,1
ASICS America,2018-04-21,"Heart. Passion. And a little bit of heel-to-toe comfort can really take you places like it has for @jgoldcrown. ASICS HYPERGEL-KENZENᵀᴹ collection, available now: https://t.co/4u6pyZ78Ed #ASICSHYPERGEL https://t.co/dezjBqoLUO",33,0,0,7
ASICS America,2018-04-23,How #ASICSxCOBRAFITNESSCLUB spends the weekend in Coachella Valley. #IMoveMe https://t.co/utD6rONZqm,18,0,0,4
ASICS America,2018-04-25,"The best fit and lightest #ASICSCumulus yet. Fit for distance with more room.
Ready.
Fit.
Go.
ASICS GEL-CUMULUS® 20 Collection, available now @jackrabbit stores https://t.co/OKGN7NJh5R https://t.co/AdPGkAAl7M",16,0,0,1
ASICS America,2018-04-26,"You don’t have to be a professional runner to feel like one.
The new ASICS GEL-CUMULUS® 20 Collection with FLYTEFOAM® technology.
Available at specialty retailers like @jackrabbit https://t.co/NsNkIeRwT1. #ASICSCumulus https://t.co/yYBSXixxjF",20,1,0,2
ASICS America,2018-04-30,"Fist bump your running routes with the GEL-CUMULUS® 20 collection. Its full ground contact sole allows for a softer, smoother feel.
Ready.
Fit.
Go.
Available now @fleetfeetsports https://t.co/J81EePXZBi #ASICSCumulus https://t.co/297vZlPh7C",28,1,0,7
ASICS America,2018-05-01,3 weeks to go - registration now open! https://t.co/gWkpNWDrWQ,10,0,0,1
ASICS America,2018-05-03,"For those who want to add some color to their workouts. The #GELQUANTUM 360™ Knit shoe in two fresh, new colors available at https://t.co/hSGYfqQSUi. https://t.co/KWb9I4KLiA",15,0,0,5
ASICS America,2018-05-04,Get a good grip on your workouts with the #GELQUANTUM 360™ Knit. Fits your foot like a glove. Available at https://t.co/WfWQc5CSFL. https://t.co/UUJ39k4f4R,37,1,0,5
ASICS America,2018-05-04,Sign up today to run at the 2018 Flo Golden South Classic. It's going to be FAST and FUN! Register now: https://t.co/yUowvvWUFe https://t.co/MYDeD7xZw2,8,0,0,1
ASICS America,2018-05-07,"The #GELQUANTUM 360™ Knit collection. Its light, multi-directional fit lets you move any way you want, and any way you need. Now at https://t.co/XRg8dxmIg5 https://t.co/I8H2Z4Z6AI",15,1,0,2
ASICS America,2018-05-09,"Be spontaneous, unpredictable and up for any activity with the #GELQUANTUM 360™ Knit shoes. Now available at https://t.co/ylQIUCTzhD https://t.co/LuYOgNTbG5",10,0,0,2
ASICS America,2018-05-11,"Say hello to our newest GEL-CUMULUS® 20 collection. The best fitting &amp; most lightweight ASICS GEL-CUMULUS® model that we’ve ever made. 
Ready.     
Fit.    
Go.  
Available now at @JackRabbit https://t.co/2WVkFrhLaV. #ASICSCumulus https://t.co/vgkINnYTB3",34,0,1,5
ASICS America,2018-05-12,"With the new sakura season, how will you challenge your mind and body to push its limits and motivate from within? #IMoveMe https://t.co/OyFNjYBX4c",14,0,1,1
ASICS America,2018-05-15,The new #GELQUANTUM 360™ Knit with rearfoot and forefoot GEL® technology. Inspired by adventure and built for all activities. Available at https://t.co/hSGYfqQSUi https://t.co/E2CmBhUZw4,11,0,0,1
ASICS America,2018-05-17,Almost that time #BTSBenefit18 📸: @Auskoo @a2n2koon https://t.co/KOlq1HUoyB,14,1,0,1
ASICS America,2018-05-18,And still 👑. #BTSBenefit18 #ASICSWrestling 📸: @a2n2koon https://t.co/KM9i5JQAhx,20,0,0,2
ASICS America,2018-05-18,"When you’re ready to step up your workouts, step into the #GELQUANTUM 360® Knit with FluidFit® technology. Its stretch reinforcements allow you to adapt to any exercise. https://t.co/9Sj4OLQalk https://t.co/o7KMQaOqcN",39,1,0,8
ASICS America,2018-05-22,Check out the #GELQUANTUM 360™ Knit with FluidFit® technology. The workout shoe that fits like a glove. Available at https://t.co/Jf3oqdWkto https://t.co/xLaGyVDfrR,24,1,0,5
ASICS America,2018-05-25,Who will leave their mark this year? Wishing the best of luck to @DjokerNole and to all the top seeds in Paris today. #ASICStennis https://t.co/wvFpL5MTix,259,0,0,16
ASICS America,2018-05-26,Dan Gable representing at #NHSCA today. #ASICSWrestling https://t.co/miBKUrWBLJ,14,0,0,0
ASICS America,2018-05-26,Long weekend means more time for making moves. Where are you running off to this weekend? #IMoveMe https://t.co/xtJQf5mG1T,12,0,1,1
ASICS America,2018-05-30,"Onitsuka’s vision, finished by his successors. #KO100 #StandWithTheSun https://t.co/VWS4vuNt4h https://t.co/Tjtc7u9k2M",17,0,0,7
ASICS America,2018-06-01,Summer Fridays are for running. Get out there and get moving! #IMoveMe #FridayFeeling https://t.co/Fh6OivTtmF,20,0,0,3
ASICS America,2018-06-02,"The #GELQUANTUM 360™ Knit shoe, fits like a glove and is ready to run. Available at https://t.co/cPiZ5TxbuA. https://t.co/XcTO4PyCmr",43,0,1,5
ASICS America,2018-06-04,Half the battle is getting out there. The rest is up to you. #IMoveMe #MotivationMonday https://t.co/9CEyXiF7oH,17,0,0,4
ASICS America,2018-06-06,Don’t just train your legs. Train your mind. #ASICSBlackout https://t.co/0yytmGb9lr,24,2,1,8
ASICS America,2018-06-08,10k. No timers. No markers. Could you take on the #ASICSBlackout track? https://t.co/SbRuPct5Yo,16,0,1,2
ASICS America,2018-06-10,Eight consecutive world teams for @alliseeisgold! Consistency is 🔑 #ASICSWrestling #FinalXChamp https://t.co/KK5rzwvZXH,95,0,0,9
ASICS America,2018-06-12,Is run commuting the next bike commuting? Check out how runners are taking their commute to a new level @Equinox:  https://t.co/nHjvtQfEyx. #IMoveMe https://t.co/QZOSKE8yDR,17,0,1,2
ASICS America,2018-06-13,"You prime your body before a workout, but what about your mind? @Equinox and @Furthermore make the case for using meditation as your new pump-up playlist. https://t.co/DnXMEUNvKg #IMoveMe https://t.co/ilIfSYKGBW",13,0,0,1
ASICS America,2018-06-15,"At any pace, for any distance, the #GELKAYANO 25 collection propels you forward: https://t.co/LyUdFdPlqh #IMoveMe https://t.co/UyT7sX3WjF",13,0,0,5
ASICS America,2018-06-17,A new age begins. #FinalXChamp #ASICSWrestling @kyledake444 https://t.co/VuBJxF4yiE,6,0,0,1
ASICS America,2018-06-17,Here’s to the fathers and those who have been like fathers to us. Thank you for inspiring us in so many ways. #HappyFathersDay 📸: @seb78120 https://t.co/oqXSUsFEqr,19,0,0,2
ASICS America,2018-06-17,Nothing stopping @_LogieBear_. #FinalXChamp #ASICSWrestling https://t.co/vDHAT1nvTA,3,0,0,1
ASICS America,2018-06-17,What a performance at Final X for @AdelineGray! Next stop: Hungary. #ASICSWrestling https://t.co/LRzUTqJuj5,4,0,0,1
ASICS America,2018-06-19,"Come meet @kyledake444 at @wrestlingmart in Irvine, CA! He signs from 5:15-7:15PM on Thursday, June 21. #ASICSWrestling",9,1,0,3
ASICS America,2018-06-20,Summer officially starts tomorrow. Grab your shoes and lace up for the longest day of the year. #IMoveMe #SummerSolstice https://t.co/wuihd9gSVt,30,0,0,7
ASICS America,2018-06-21,"At its lightest ever, the new #GELCUMULUS 20 collection has our feet in the clouds.
Ready.
Fit.
Go.
Available now at https://t.co/RzLWNHEWWh #IMoveMe https://t.co/6tl9BsVdyp",29,0,2,4
ASICS America,2018-06-22,".@kyledake444, fresh off his big win, meeting fans till 7:15PM PT tonight @WrestlingMart. Come and meet the champ! #ASICSWrestling https://t.co/NdkZ789eld",11,0,0,1
ASICS America,2018-06-22,"Should you run less to run more? @Furthermore by @Equinox explores how shorter, faster runs strengthen you for the long haul. See for yourself at https://t.co/G7svVvrLtG  #IMoveMe https://t.co/63UVlZuxkK",15,0,2,4
ASICS America,2018-06-25,Proud of you @NGWIZZZ! #FinalXChamp #ASICSWrestling https://t.co/gApbjdTROn,18,0,0,4
ASICS America,2018-06-25,The new #GELCUMULUS 20 shoe = less weight + more durability + all the cushion. Get yours now at https://t.co/RzLWNHEWWh #IMoveMe https://t.co/MDb7hhwYQH,19,0,0,4
ASICS America,2018-06-26,Stretch. Run. Hang. Beats the snooze button every time. #IMoveMe https://t.co/q1C8XeZ48n,23,0,0,5
ASICS America,2018-06-27,"Progress is propelled forward by currents in science, technology, and subculture. @Furthermore by @Equinox brings you advice to help power your momentum: https://t.co/w34lYMZBhc #IMoveMe https://t.co/YOied1o0Co",12,0,0,3
ASICS America,2018-06-28,There’s more to recovery than rest. Check out the full story on @Furthermore by @Equinox for post-workout techniques that strengthen both body and mind: https://t.co/2l3KJddWXR #IMoveMe https://t.co/7I1HkriDs9,21,0,0,2
ASICS America,2018-06-29,Log off. Lace up. Sprint into the weekend. #TGIF #IMoveMe https://t.co/VUjPqyfxSR,76,2,1,17
ASICS America,2018-06-30,Cushion with each step and stability for your midsole. The new #GELCUMULUS 20 collection has you ready to run. Available now: https://t.co/LGtRBjRRvw  #IMoveMe https://t.co/FcmBdJI5HH,12,0,0,5
ASICS America,2018-07-01,Get the gear for your summer adventures at our July #ASICSSemiAnnualSale. Up to 50% off select styles at https://t.co/jl0NKV9Hbh https://t.co/AZ6wQKTbXK,15,0,0,3
ASICS America,2018-07-02,The new #GELCUMULUS 20 shoe has our feet in the clouds! Check them out at https://t.co/QsP96s3XAC #IMoveMe https://t.co/3gbEnzlY6g,21,0,0,4
ASICS America,2018-07-03,"New materials + new design = runners breathe easy, in style. Shop the #GELKAYANO 25 collection now at https://t.co/OxcXowWJ99 https://t.co/BPF42Ls0Pt",43,4,0,10
ASICS America,2018-07-04,"Here’s to life, liberty and the pursuit of movement. #IMoveMe #HappyFourth https://t.co/TdL2CKHq3I",25,0,0,9
ASICS America,2018-07-05,“Start slow and you’ll get there. It’s truly only a race against yourself.” Holly Keskey Koester shares her pre-run hype routine with @iamwellandgood at https://t.co/1tlpXXR5WK #GELCUMULUS #IMoveMe https://t.co/oOmoNICyyL,36,0,0,10
ASICS America,2018-07-08,All the tech you need to get in the zone. Take on the road with head-to-toe stability in the new #GELKAYANO 25 model. Check out the full collection now at https://t.co/nimgLj8KtN #IMoveMe https://t.co/zEdf9OksuM,37,1,1,9
ASICS America,2018-07-09,The JB ELITE™ III collection. Built to compete and designed in collab with 5x World Champion wrestler @alliseeisgold.  See more at https://t.co/lIrsCYaPyP. https://t.co/XJYF4SgxZH,160,4,4,15
ASICS America,2018-07-10,Are you pushing yourself too much? Not enough? Learn how to properly assess readiness before your workout routine via @Furthermore by @Equinox. https://t.co/lL6ZKugIRk #IMoveMe https://t.co/kK3QfiZqZr,46,0,0,16
ASICS America,2018-07-14,"Be wild. Be free. Be you. But, never be still. #IMoveMe https://t.co/3slLYPwyND",28,0,1,5
ASICS America,2018-07-14,"Congratulations @DjokerNole on a brilliant, hard-fought win! See you at Centre Court tomorrow 🎾 #TeamDjokovic #ASICSTennis #IMoveMe 
📷: C Dubreuil https://t.co/TxUgsHL3Ob",165,4,2,26
ASICS America,2018-07-15,Lucky #13 for @DjokerNole in Grand Slam titles. Congrats to a true legend of the game and his unwavering spirit! #TeamDjokovic #ASICSTennis #IMoveMe https://t.co/QsVWgTgsaR,122,1,0,28
ASICS America,2018-07-15,"Run, sweat, beach, dance, repeat. Gear up for all of it with up to 50% off select styles at our #ASICSSemiAnnualSale. https://t.co/6nrS9jDOWX https://t.co/x13PrHbFta",8,0,0,3
ASICS America,2018-07-17,Want to move past body-part-specific workouts? CeCe Marizu talks movement variability and more with @Equinox and @Furthermore. https://t.co/kZpKJL0MWf https://t.co/sTsa4dQSX4,17,1,0,4
ASICS America,2018-07-18,We teamed up with @bdwilliams910 from @MensHealthMag to put together the ultimate list of workout essentials so you can spend more time training and less time prepping. https://t.co/aO0cNqnmra #GELKAYANO #IMoveMe https://t.co/0b4qBW0m3K,14,0,0,3
ASICS America,2018-07-19,The new #GELKAYANO 25 collection. Redesigned for maximum comfort. See for yourself at https://t.co/nimgLj8KtN. #IMoveMe https://t.co/Xs9QLcSePN,25,0,1,7
ASICS America,2018-07-20,All the tech you need to get in the zone. Take on the road with head-to-toe stability in the new #GELKAYANO 25 model. Check out the full collection now at https://t.co/uWT8sIXlvS. #IMoveMe https://t.co/CyoPFHBYDh,26,0,0,2
ASICS America,2018-07-21,"New materials + new design = runners breathe easy, in style. Shop the #GELKAYANO 25 collection now at https://t.co/YdbzHVxlqQ. #IMoveMe https://t.co/JD3TTpZfD8",37,0,1,11
ASICS America,2018-07-22,You move further when you move together. #IMoveMe https://t.co/chBYPQr7r0,40,1,0,9
ASICS America,2018-07-23,"Created for comfort and built for speed, the all-new #GELKAYANO 25 collection is waiting for you. https://t.co/dHb45v2Yxo #IMoveMe https://t.co/A8glv3czYk",34,2,0,8
ASICS America,2018-07-25,More stability + more comfort = more miles. The new #GELKAYANO 25 collection is now available at https://t.co/5mQ9AR8oH1. #IMoveMe https://t.co/UaqdG7k5TE,26,0,1,11
ASICS America,2018-07-25,Want to structure your training schedule like a pro? Dan Rohanna teamed up with @Furthermore by @Equinox to show you how. https://t.co/ThmmckhIAv #IMoveMe https://t.co/mSBiZLfl8F,18,0,0,7
ASICS America,2018-07-26,Attention New Yorkers: our Meatpacking District store is back and we're ready to celebrate! Join us this Saturday (7/28) to check out what's new (featuring healthy snacks from @avocaderia and more!). The party starts at 10AM on 14th and Washington. See you there! https://t.co/HuUKPnO08C,14,0,0,6
ASICS America,2018-07-27,Training like a professional starts with preparing like one. We teamed up with @KrisCann5 over at @WomensHealthMag to put together the quintessential packing guide for the perfect run. https://t.co/ZUbMtbm81s #GELKAYANO #IMoveMe https://t.co/BVDISXOcMG,29,1,0,7
ASICS America,2018-07-29,Make a run for it. Shop our July #ASICSSemiAnnualSale for up to 50% off select styles. https://t.co/G2jMcpgY3Z https://t.co/oH38zg17iI,17,1,2,7
ASICS America,2018-07-30,"Running inside or outside or both? Turns out, there’s some new thinking on why you might want to choose option C. Check the @Furthermore by @Equinox article: https://t.co/4muwGnRNUH",16,0,2,9
ASICS America,2018-07-31,Hit the mat boldly in the #JBELITE III collection. We teamed up with 5x World Champion wrestler @alliseeisgold to produce the newest member of the JB Elite family made for exceptional grip and optimal comfort. Shop now: https://t.co/Sq0xWPKZxY https://t.co/GNuHWtx4Iu,15,0,0,2
ASICS America,2018-08-01,"The #DYNAFLYTE 3 collection has dropped. Featuring our GEL® technology cushioning system, it provides the ultimate smooth transition between strides. Check it out: https://t.co/gbxDOEv4NI #IMoveMe https://t.co/z5mBigoZ15",15,0,0,3
ASICS America,2018-08-02,"“To win races, you need to be light on your feet and fast at the end.” - Duathlon champion, @nilspennekamp. Shop the #DYNAFLYTE 3 collection now: https://t.co/eeWrYbuZQB #IMoveMe https://t.co/NPQRDBuIIe",33,0,0,12
ASICS America,2018-08-03,The GEL® technology you love with a totally new midsole. Say hello to the #ASICSHYPERGEL SAI collection: https://t.co/jqPUujibLu #IMoveMe https://t.co/kQoKVgEVvc,19,0,0,3
ASICS America,2018-08-05,Breathable upper + fully supportive midsole = perfect for summer. The #ASICSHYPERGEL SAI collection. Shop the collection: https://t.co/jqPUujibLu #IMoveMe https://t.co/sRHYh2XUVL,34,0,0,8
ASICS America,2018-08-06,"“Chest lifted, shoulders back and hips tucked.” - former professional skier and lifelong runner @jenhudak dishes out 5 tips for more mindful running via @outsidemagazine. Find out more: https://t.co/7f2xhEwBsi #IMoveMe #GELKAYANO https://t.co/8Lav3blZtV",24,1,1,6
ASICS America,2018-08-07,We teamed up with NY trainer @OliviaKAmato and @iamwellandgood to give you a fool-proof guide for perfecting your running form to minimize impact and injury. https://t.co/AR069WzVyG #IMoveMe #GELKAYANO https://t.co/rEU1XuuAKB,20,0,0,6
ASICS America,2018-08-08,"The supportive underlay system of our #DYNAFLYTE 3 shoe provides stability while maintaining the flexibility to accommodate your run. You’re welcome, feet. Find out more: https://t.co/9w6mOAWCbl #IMoveMe https://t.co/LRN5llM40F",24,1,0,11
ASICS America,2018-08-09,"Summer is flying by, but we’re keeping up. Feel fast with the new #DYNAFLYTE 3 collection. Check it out: https://t.co/9jdCIemdG7 #IMoveMe https://t.co/d65jitdFyz",13,0,0,6
ASICS America,2018-08-10,Run. Fly. Move. Introducing the #ROADHAWKFF 2 collection with FLYTEFOAM™ Propel technology that makes running feel like flying. https://t.co/00zgBrzrWq #IMoveMe https://t.co/ubyUWrKEvL,30,0,1,5
ASICS America,2018-08-11,The best role models don’t set out to be role models. Ultra-marathoner Charmaine Mohokare in the #ROADHAWKFF 2 collection. Check it out: https://t.co/00zgBrzrWq #IMoveMe https://t.co/muqeKkhqbP,26,1,0,7
ASICS America,2018-08-12,"From beautiful Buena Park and along the Chicago Lakefront Trail to the Lincoln Park Zoo, Holly Keskey and @iamwellandgood gave us a guide to her favorite running route in Chicago. https://t.co/KIA8tTS3pG #GELCUMULUS #IMoveMe https://t.co/SYwq1os6Te",26,0,0,7
ASICS America,2018-08-13,"Ultra-marathoner, mom of two and global role model. Talk about #goals. Meet Charmaine Mohokare. Shop the #ROADHAWKFF 2 collection: https://t.co/ZKXRMSoCP9 #IMoveMe https://t.co/9JLnm4l1Dr",27,0,0,11
ASICS America,2018-08-14,FLYTEFOAM™ Propel technology and full-ground contact. This is the new #ROADHAWKFF 2 collection. Shop now: https://t.co/00zgBrzrWq #IMoveMe https://t.co/wubCoyIieY,29,1,1,10
ASICS America,2018-08-15,"The #ROADHAWKFF 2 collection combines our fastest, lightest technologies. Road, get ready: https://t.co/4aSF534bWr #IMoveMe https://t.co/Z62RQegbk2",20,0,1,6
ASICS America,2018-08-16,"Designed with increased cushioning and midsole geometry, the new #ROADHAWKFF 2 shoe provides the ultimate boost in your step. Shop the collection: https://t.co/xZWiPotr5v #IMoveMe https://t.co/fCla6oNlYY",19,0,1,7
ASICS America,2018-08-17,Performance-driven technology to give you the power to run like flying. Shop the #ROADHAWKFF 2 collection: https://t.co/xZWiPotr5v #IMoveMe https://t.co/Ku8CVIfyNt,25,0,1,7
ASICS America,2018-08-18,"We did it. In collaboration with @iamwellandgood and trainer @OliviaKAmato, we figured out how to achieve a tranquil, mindful run in the most hectic of places. Find out more: 
https://t.co/cdLYqfTcsr #GELKAYANO #IMoveMe https://t.co/0MuCqY6Bae",17,0,0,9
ASICS America,2018-08-19,Being motivated in the morning is easier said than done. We teamed up with @KrisCann5 and @WomensHealthMag to learn how to plan your AM workouts and own your morning. Find out more: https://t.co/rfdpcgWxgv #GELKAYANO #IMoveMe https://t.co/92vJA9n2eO,26,1,0,7
ASICS America,2018-08-19,"Epic match-up today - Congrats to the 2018 Cincinnati Men's Singles champ, @DjokerNole! On to #FlushingMeadows 🎾 #ASICSTennis #IMoveMe
📷: @RobertLeeCarr https://t.co/enruJI7oGb",36,0,0,14
ASICS America,2018-08-21,Breathable upper + fully supportive midsole = perfect for summer. The #ASICSHYPERGEL SAI collection. Shop the collection: https://t.co/jqPUujibLu #IMoveMe https://t.co/HwiJSmCk4q,23,0,0,5
ASICS America,2018-08-22,The #ASICSHYPERGEL SAI collection’s asymmetrical lacing system gives you a flawless fit and limitless comfort. Shop now: https://t.co/jqPUujibLu #IMoveMe https://t.co/N7do1uUUm3,9,0,0,3
ASICS America,2018-08-24,Designed to keep you light on your feet when you're heavy on hustle. The #ASICSHYPERGEL SAI collection: https://t.co/jqPUujibLu #IMoveMe https://t.co/pjqppyumPt,17,0,1,3
ASICS America,2018-08-25,Looking to increase pace without the wear and tear of speed work? Check out this article from @outsidemagazine for 5 tips to help you run faster: https://t.co/Joqz6ySjWu #IMoveMe #GELCUMULUS https://t.co/vimpcukZr3,19,0,0,9
ASICS America,2018-08-26,"Sometimes, the best running partner is a furry friend. Happy #NationalDogDay! 📸: Maria Vasco https://t.co/DGzjoNBV8m",38,0,2,6
ASICS America,2018-08-28,Congratulations to @Cliu00 on her first win at #FlushingMeadows yesterday! #ASICSTennis #IMoveMe 📷: @corinnedubreuil https://t.co/EpPPs8vgGo,22,2,0,5
ASICS America,2018-08-29,Lighter = Faster. The #DYNAFLYTE 3 shoe features the lightest FLYTEFOAM™ we’ve ever made. Find out more: https://t.co/EOctKwMLTR #IMoveMe https://t.co/yYFSmQUcbk,11,1,0,4
ASICS America,2018-08-30,Looking for a lightweight shoe with a fast feel? Shop the #DYNAFLYTE 3 collection: https://t.co/eeWrYbuZQB. #IMoveMe https://t.co/RS4XeOssH1,27,0,0,13
ASICS America,2018-09-01,Finding a solemate isn’t always easy. That’s why we teamed up with @iamwellandgood and tapped three running experts to test our shoes in action. Here’s what they had to say: https://t.co/BpxU5blfng #IMoveMe https://t.co/WjMN3OdeDC,22,0,0,6
ASICS America,2018-09-04,"“One part of me is constantly trying to control everything, and another part of me wants to let go.”- @jjyosh, adventure filmmaker, on trail running via @runnersworld: https://t.co/WW521QvA9N #GELKAYANO #IMoveMe https://t.co/Nv4fCmeiGk",54,1,2,16
ASICS America,2018-09-05,The countdown is on for a big quarterfinal tonight. Good luck @DjokerNole in your quest for another win on the #FlushingMeadows court! #ASICSTennis #IMoveMe 📷: @corinnedubreuil https://t.co/Q4zn9FCYEP,685,1,2,48
ASICS America,2018-09-06,"“Sound mind, sound body is essential for self love and self empowerment.” Spotify’s Global Head of Rock @allihagendorf talks running, creativity, and mindfulness with @runnersworld. Learn more: https://t.co/7ulrIWTQJb #GELCUMULUS #IMoveMe https://t.co/HKzTmmpHkI",36,0,1,12
ASICS America,2018-09-06,"On to the semis. 🎾 #FlushingMeadows #ASICSTennis #IMoveMe

📷: Errol Anderson https://t.co/93yUvxN8ls",415,4,8,32
ASICS America,2018-09-07,Catch the new mid-cut addition to the HYPERGEL™ series. Shop the #ASICSHYPERGEL KAN collection: https://t.co/6XilRZlwgz #IMoveMe https://t.co/ASchSFxsTX,23,0,0,5
ASICS America,2018-09-07,The #ASICSHYPERGEL KAN is changing the midsole game. Shop now: https://t.co/fF8bAT99LR #IMoveMe https://t.co/Ao3rrRbYUc,21,0,1,8
ASICS America,2018-09-08,"Game, set, WIN. Well done @DjokerNole on an 8th finals appearance at #FlushingMeadows. Is it tomorrow yet? 🎾 #ASICSTennis #IMoveMe

📸: Errol Anderson https://t.co/yIuIUmAT6G",20,0,0,4
ASICS America,2018-09-08,Premium knit upper + unique mid-cut design = the perfect combo of style and performance. Shop the #ASICSHYPERGEL KAN shoe now: https://t.co/onoq1nUo4q #IMoveMe https://t.co/Oq5bJ48u0p,24,0,3,6
ASICS America,2018-09-09,A thrilling finish to an incredible #FlushingMeadows women’s doubles final. Congrats @CoCoVandey on your latest grand slam championship! #ASICSTennis #IMoveMe 📸: Errol Anderson https://t.co/W6rYl3wdpb,23,1,0,11
ASICS America,2018-09-09,No two midsoles are the same. Shop the #ASICSHYPERGEL KAN collection: https://t.co/zk2W8L5Cth #IMoveMe https://t.co/j7ElJNP41z,16,0,0,4
ASICS America,2018-09-10,".@DjokerNole, you were a champion before these 3 electrifying sets &amp; endless deuces. Now, you're a legend with your 14th Grand Slam, to tie your hero. Congratulations! #ASICSTennis #IMoveMe

📸: Errol Anderson https://t.co/MLQ8vPQOCq",215,2,2,41
ASICS America,2018-09-10,"Japanese craftsmanship meets fine British detailing in workout-ready prints and patterns. Shop the latest designs of the ASICS, Made with Liberty Fabrics collection: https://t.co/nsiqouMZcY #IMoveMe https://t.co/dEfynnFoN9",14,0,0,6
ASICS America,2018-09-10,Wishing one of our favorite champions @goQueengo a very happy birthday! We hope it’s your best one yet! https://t.co/M0v0QF4JeA,9,0,0,3
ASICS America,2018-09-12,"Sweat-wicking technology in adaptable fits so you can keep cool but bring the heat. Shop the ASICS, Made with Liberty Fabrics collection: https://t.co/3XVEOStKMm #IMoveMe https://t.co/EOeGbSxSTm",25,1,0,6
ASICS America,2018-09-13,"Training tights: ✔️
Comfy kicks: ✔️
Wind jacket: ✔️
Iconic style: ✔️
Shop the ASICS, Made with Liberty Fabrics collection: https://t.co/Z4kPifgWOl #IMoveMe https://t.co/HqhBGTFn3F",18,0,0,5
ASICS America,2018-09-14,Light your run with the #ASICSLITESHOW collection. Shop now: https://t.co/naI4BXn5KH #IMoveMe https://t.co/sOMd1WvavB,27,0,1,8
ASICS America,2018-09-17,The new #ASICSLITESHOW collection features sleek designs and reflective accents for quick visibility. Shop now: https://t.co/xIW27ufOYZ #IMoveMe https://t.co/Eb0vqdNnOI,57,2,3,18
